000100030018000,01/01/1998 
000100030019000,01/01/2002 
000100030020000,01/01/1999 
000100030021000,01/01/1999 
000100030022000,01/01/1999 
000100030023000,01/01/1998 
000100030024000,01/01/1999 
000100030025000,01/01/2008 
000100030026000,01/01/1995 
000100030027000,01/01/1999 
000100030028000,01/01/2008 
000100030029000,01/01/2007 
000100030030000,01/01/2001 
000100030031000,01/01/2003 
000100030032000,01/01/2003 
000100030033000,01/01/2003 
000100030034000,01/01/2003 
000100030035000,01/01/2003 
000100030036000,01/01/2003 
000100030037000,01/01/2003 
000100030038000,01/01/2003 
000100030039000,01/01/2003 
000100030040000,01/01/2009 
000100030041000,01/01/2009 
000100030042000,01/01/2003 
000100030043000,01/01/2003 
000100030044000,01/01/2003 
000100030045000,01/01/2003 
000100030046000,01/01/2003 
000100030047000,01/01/2009 
000100030048000,01/01/2009 
000100030049000,01/01/2003 
000100030050000,01/01/2007 
000100030051000,01/01/2003 
000100030052000,01/01/2007 
000100030053000,01/01/2003 
000100030054000,01/01/2005 
000100030090000,01/01/2003 
000100030091000,01/01/2009 
000100030092000,01/01/2003 
000100030093000,01/01/2002 
000100030094000,01/01/2006 
000100040001000,01/01/1998 
000100040002000,01/01/1998 
000100040003000,01/01/2008 
000100040004000,01/01/2009 
000100040005000,01/01/1998 
000100040006000,01/01/1998 
000100040007000,01/01/1998 
000100040008000,01/01/1998 
000100040010000,01/01/2007 
000100040011000,01/01/2009 
000100040012000,01/01/1998 
000100040013000,01/01/2010 
000100040014000,01/01/2009 
000100040015000,01/01/1999 
000100040016000,01/01/2009 
000100040017000,01/01/2009 
000100040018000,01/01/2010 
000100040019000,01/01/1998 
000100040020000,01/01/1998 
000100040021000,01/01/2010 
000100040022000,01/01/1998 
000100040023000,01/01/1999 
000100040024000,01/01/1998 
000100040025000,01/01/1998 
000100040026000,01/01/1998 
000100040027000,01/01/1998 
000100040028000,01/01/2007 
000100040029000,01/01/1998 
000100040030000,01/01/1998 
000100040031000,01/01/1998 
000100040032000,01/01/1998 
000100040033000,01/01/2002 
000100040034000,01/01/2008 
000100040035000,01/01/1998 
000100040036000,01/01/2010 
000100040037000,01/01/2009 
000100040038000,01/01/2006 
000100040039000,01/01/1998 
000100040040000,01/01/1999 
000100040041000,01/01/2008 
000100040042000,01/01/2007 
000100040043000,01/01/2004 
000100040044000,01/01/2009 
000100040045000,01/01/1998 
000100040046000,01/01/1998 
000100040047000,01/01/1998 
000100040048000,01/01/1998 
000100040049000,01/01/1998 
000100040050000,01/01/2002 
000100040051000,01/01/1998 
000100040052000,01/01/2010 
000100040053000,01/01/2010 
000100040054000,01/01/2010 
000100040055000,01/01/1999 
000100040056000,01/01/1998 
000100040057000,01/01/1998 
000100040058000,01/01/2002 
000100040059000,01/01/1998 
000100040060000,01/01/1999 
000100040061000,01/01/1998 
000100040062000,01/01/2008 
000100040063000,01/01/2008 
000100040064000,01/01/2003 
000100040065000,01/01/2006 
000100040066000,01/01/1998 
000100040067000,01/01/1998 
000100040068000,01/01/2003 
000100040069000,01/01/1998 
000100040070000,01/01/2003 
000100040071000,01/01/2010 
000100040072000,01/01/2009 
000100040073000,01/01/1998 
000100040074000,01/01/1998 
000100040075000,01/01/1999 
000100040076000,01/01/1999 
000100040077000,01/01/2001 
000100040078000,01/01/1999 
000100040079000,01/01/2007 
000100040080000,01/01/1998 
000100040081000,01/01/1998 
000100040082000,01/01/2008 
000100040083000,01/01/1998 
000100040084000,01/01/1998 
000100040085000,01/01/2008 
000100040086000,01/01/2008 
000100040087000,01/01/2001 
000100040088000,01/01/1998 
000100040089000,01/01/1998 
000100040090000,01/01/2009 
000100040091000,01/01/2006 
000100040092000,01/01/1993 
000100040093000,01/01/2010 
000100040094000,01/01/2010 
000100040095000,01/01/1999 
000100040096000,01/01/1999 
000100040097000,01/01/2009 
000100040098000,01/01/2003 
000100040099000,01/01/2003 
000100040100000,01/01/2003 
000100040101000,01/01/2010 
000100040102000,01/01/2008 
000100040103000,01/01/2003 
000100040104000,01/01/2003 
000100040105000,01/01/2008 
000100040106000,01/01/2008 
000100040107000,01/01/2003 
000100040108000,01/01/2003 
000100040109000,01/01/2003 
000100040110000,01/01/2003 
000100040111000,01/01/2003 
000100040112000,01/01/2003 
000100040113000,01/01/2008 
000100040114000,01/01/2003 
000100040115000,01/01/2003 
000100040116000,01/01/2009 
000100040117000,01/01/2003 
000100040118000,01/01/2007 
000100040119000,01/01/2010 
000100040120000,01/01/1998 
000100040121000,01/01/2000 
000100040122000,01/01/1998 
000100040123000,01/01/2008 
000100040125000,01/01/2009 
000100040126000,01/01/2009 
000100040127000,01/01/2004 
000100040128000,01/01/1998 
000100040130000,01/01/2010 
000100040131000,01/01/2009 
000100040132000,01/01/2010 
000100040133000,01/01/2008 
000100040134000,01/01/2008 
000100040135000,01/01/2009 
000100040136000,01/01/2004 
000100040137000,01/01/2010 
000100040138000,01/01/1998 
000100040139000,01/01/2010 
000100050001000,01/01/1998 
000100050002000,01/01/2002 
000100050003000,01/01/1998 
000100050004000,01/01/1999 
000100050005000,01/01/2010 
000100050006000,01/01/1998 
000100050007000,01/01/2009 
000100050008000,01/01/2010 
000100050009000,01/01/2008 
000100050010000,01/01/1999 
000100050011000,01/01/2009 
000100050012000,01/01/2010 
000100050013000,01/01/2010 
000100050014000,01/01/1998 
000100050015000,01/01/1998 
000100050016000,01/01/2009 
000100050017000,01/01/1998 
000100050018000,01/01/1998 
000100050019000,01/01/1998 
000100050020000,01/01/1998 
000100050021000,01/01/1998 
000100050022000,01/01/1998 
000100050023000,01/01/1998 
000100050024000,01/01/2007 
000100050025000,01/01/1998 
000100050026000,01/01/2009 
000100050027000,01/01/1998 
000100050028000,01/01/1998 
000100050029000,01/01/2004 
000100050030000,01/01/2009 
000100050031000,01/01/1998 
000100050032000,01/01/1999 
000100050033000,01/01/1998 
000100050034000,01/01/1998 
000100050035000,01/01/1999 
000100050036000,01/01/2009 
000100050037000,01/01/2010 
000100050038000,01/01/1998 
000100050039000,01/01/2009 
000100050040000,01/01/1998 
000100050041000,01/01/1998 
000100050042000,01/01/2001 
000100050043000,01/01/2003 
000100050044000,01/01/1999 
000100050045000,01/01/1998 
000100050046000,01/01/2006 
000100050047000,01/01/1999 
000100050049000,01/01/1998 
000100050050000,01/01/1998 
000100050051000,01/01/1998 
000100050052000,01/01/2010 
000100050053000,01/01/1998 
000100050054000,01/01/2009 
000100050055000,01/01/2009 
000100050056000,01/01/1998 
000100050057000,01/01/1998 
000100050058000,01/01/1999 
000100050059000,01/01/2002 
000100050060000,01/01/1999 
000100050061000,01/01/2010 
000100050062000,01/01/1998 
000100050063000,01/01/2010 
000100050064000,01/01/1998 
000100050065000,01/01/2007 
000100050066000,01/01/2010 
000100050067000,01/01/2010 
000100050068000,01/01/2008 
000100050069000,01/01/2007 
000100050071000,01/01/1999 
000100050072000,01/01/2010 
000100050073000,01/01/2001 
000100050074000,01/01/2010 
000100050075000,01/01/2009 
000100050076000,01/01/2003 
000100050077000,01/01/2003 
000100050078000,01/01/2009 
000100050079000,01/01/2003 
000100050080000,01/01/2003 
000100050081000,01/01/2003 
000100050082000,01/01/2009 
000100050083000,01/01/2003 
000100050084000,01/01/2003 
000100050085000,01/01/2003 
000100050086000,01/01/2003 
000100050087000,01/01/2003 
000100050088000,01/01/2010 
000100050089000,01/01/2006 
000100050090000,01/01/2010 
000100050091000,01/01/2003 
000100050092000,01/01/2003 
000100050093000,01/01/2003 
000100050094000,01/01/2003 
000100050095000,01/01/2010 
000100050096000,01/01/2003 
000100050097000,01/01/2009 
000100050100000,01/01/2008 
000100050102000,01/01/2000 
000100050103000,01/01/2009 
000100050104000,01/01/2009 
000100050105000,01/01/2009 
000100050106000,01/01/2008 
000100050107000,01/01/2007 
000100050108000,01/01/2003 
000100050109000,01/01/2008 
000100050111000,01/01/2009 
000100050112000,01/01/2009 
000100050114000,01/01/2010 
000100050116000,01/01/2010 
000100050119000,01/01/2000 
000100050120000,01/01/2009 
000100050121000,01/01/2000 
000100050123000,01/01/2010 
000100050124000,01/01/2010 
000100060002000,01/01/1998 
000100060003000,01/01/2008 
000100060004000,01/01/2008 
000100060005000,01/01/2009 
000100060007000,01/01/2009 
000100060008000,01/01/2009 
