Autoid;CUP;Valor;Compania
2001;890304;12510;CLINICA SAN JUAN DE DIOS
2001;890404;16700;CLINICA SAN JUAN DE DIOS
2001;890203;8755;CLINICA SAN JUAN DE DIOS
2001;890303;8755;CLINICA SAN JUAN DE DIOS
2001;890703;9420;CLINICA SAN JUAN DE DIOS
2001;890704;12985;CLINICA SAN JUAN DE DIOS
2001;870451;3090;CLINICA SAN JUAN DE DIOS
2001;870452;3090;CLINICA SAN JUAN DE DIOS
2001;870453;3090;CLINICA SAN JUAN DE DIOS
2001;870454;3090;CLINICA SAN JUAN DE DIOS
2001;870455;3090;CLINICA SAN JUAN DE DIOS
2001;870460;3090;CLINICA SAN JUAN DE DIOS
2001;870440;5690;CLINICA SAN JUAN DE DIOS
2001;893101;11135;CLINICA SAN JUAN DE DIOS
2001;893102;8190;CLINICA SAN JUAN DE DIOS
2001;893104;24225;CLINICA SAN JUAN DE DIOS
2001;232101;9925;CLINICA SAN JUAN DE DIOS
2001;232102;12445;CLINICA SAN JUAN DE DIOS
2001;232103;9340;CLINICA SAN JUAN DE DIOS
2001;232300;8075;CLINICA SAN JUAN DE DIOS
2001;997300;10940;CLINICA SAN JUAN DE DIOS
2001;242102;35220;CLINICA SAN JUAN DE DIOS
2001;243400;8400;CLINICA SAN JUAN DE DIOS
2001;240300;31405;CLINICA SAN JUAN DE DIOS
2001;237200;41135;CLINICA SAN JUAN DE DIOS
2001;237301;33205;CLINICA SAN JUAN DE DIOS
2001;237302;39175;CLINICA SAN JUAN DE DIOS
2001;237303;41665;CLINICA SAN JUAN DE DIOS
2001;237401;50155;CLINICA SAN JUAN DE DIOS
2001;242202;47305;CLINICA SAN JUAN DE DIOS
2001;893106;13520;CLINICA SAN JUAN DE DIOS
2001;247100;581850;CLINICA SAN JUAN DE DIOS
2001;893108;9670;CLINICA SAN JUAN DE DIOS
2001;893107;240640;CLINICA SAN JUAN DE DIOS
2001;230101;10595;CLINICA SAN JUAN DE DIOS
2001;230102;15365;CLINICA SAN JUAN DE DIOS
2001;231100;20925;CLINICA SAN JUAN DE DIOS
2001;231200;34740;CLINICA SAN JUAN DE DIOS
2001;231500;27025;CLINICA SAN JUAN DE DIOS
2001;245100;41275;CLINICA SAN JUAN DE DIOS
2001;274902;36265;CLINICA SAN JUAN DE DIOS
2001;249100;24715;CLINICA SAN JUAN DE DIOS
2001;235100;58785;CLINICA SAN JUAN DE DIOS
2001;243500;33225;CLINICA SAN JUAN DE DIOS
2001;231300;54580;CLINICA SAN JUAN DE DIOS
2001;231301;69260;CLINICA SAN JUAN DE DIOS
2001;231302;112835;CLINICA SAN JUAN DE DIOS
2001;231400;49530;CLINICA SAN JUAN DE DIOS
2001;234202;26915;CLINICA SAN JUAN DE DIOS
2001;234401;59435;CLINICA SAN JUAN DE DIOS
2001;234402;47570;CLINICA SAN JUAN DE DIOS
2001;234204;59435;CLINICA SAN JUAN DE DIOS
2001;247401;15955;CLINICA SAN JUAN DE DIOS
2001;247402;23630;CLINICA SAN JUAN DE DIOS
2001;234203;24230;CLINICA SAN JUAN DE DIOS
2001;248200;24225;CLINICA SAN JUAN DE DIOS
2001;234104;5445;CLINICA SAN JUAN DE DIOS
2001;234101;14320;CLINICA SAN JUAN DE DIOS
2001;234102;10740;CLINICA SAN JUAN DE DIOS
2001;882202;191100;CLINICA SAN JUAN DE DIOS
2001;237304;13915;CLINICA SAN JUAN DE DIOS
2001;237305;13915;CLINICA SAN JUAN DE DIOS
2001;230201;4255;CLINICA SAN JUAN DE DIOS
2001;230202;4255;CLINICA SAN JUAN DE DIOS
2001;997105;4255;CLINICA SAN JUAN DE DIOS
2001;237101;6150;CLINICA SAN JUAN DE DIOS
2001;234103;12745;CLINICA SAN JUAN DE DIOS
2001;990212;2040;CLINICA SAN JUAN DE DIOS
2001;997103;1500;CLINICA SAN JUAN DE DIOS
2001;997104;1500;CLINICA SAN JUAN DE DIOS
2001;997310;1500;CLINICA SAN JUAN DE DIOS
2001;997101;5070;CLINICA SAN JUAN DE DIOS
2001;997102;5070;CLINICA SAN JUAN DE DIOS
2001;S12710;55820;CLINICA SAN JUAN DE DIOS
2001;S12711;44730;CLINICA SAN JUAN DE DIOS
2001;S12712;36230;CLINICA SAN JUAN DE DIOS
2001;S12713;33400;CLINICA SAN JUAN DE DIOS
2001;S12720;62440;CLINICA SAN JUAN DE DIOS
2001;S12721;56415;CLINICA SAN JUAN DE DIOS
2001;S12722;47685;CLINICA SAN JUAN DE DIOS
2001;S12723;38720;CLINICA SAN JUAN DE DIOS
2001;S12740;62440;CLINICA SAN JUAN DE DIOS
2001;S12741;56425;CLINICA SAN JUAN DE DIOS
2001;S12742;47685;CLINICA SAN JUAN DE DIOS
2001;S12743;38720;CLINICA SAN JUAN DE DIOS
2001;S12750;83795;CLINICA SAN JUAN DE DIOS
2001;S12751;71410;CLINICA SAN JUAN DE DIOS
2001;S12752;59020;CLINICA SAN JUAN DE DIOS
2001;S12753;52875;CLINICA SAN JUAN DE DIOS
2001;S41230;29100;CLINICA SAN JUAN DE DIOS
2001;890201;8755;CLINICA SAN JUAN DE DIOS
2001;965901;3880;CLINICA SAN JUAN DE DIOS
2001;965902;6735;CLINICA SAN JUAN DE DIOS
2001;869500;19675;CLINICA SAN JUAN DE DIOS
2001;990211;3285;CLINICA SAN JUAN DE DIOS
2001;890305;4105;CLINICA SAN JUAN DE DIOS
2001;990113;15330;CLINICA SAN JUAN DE DIOS
2001;993102;775;CLINICA SAN JUAN DE DIOS
2001;993122;775;CLINICA SAN JUAN DE DIOS
2001;993501;775;CLINICA SAN JUAN DE DIOS
2001;993503;775;CLINICA SAN JUAN DE DIOS
2001;993104;775;CLINICA SAN JUAN DE DIOS
2001;990101;1920;CLINICA SAN JUAN DE DIOS
2001;990103;1920;CLINICA SAN JUAN DE DIOS
2001;990104;1920;CLINICA SAN JUAN DE DIOS
2001;990105;1920;CLINICA SAN JUAN DE DIOS
2001;993504;775;CLINICA SAN JUAN DE DIOS
2001;993522;775;CLINICA SAN JUAN DE DIOS
2001;990112;750;CLINICA SAN JUAN DE DIOS
2001;890202;12510;CLINICA SAN JUAN DE DIOS
2001;S31307;880;CLINICA SAN JUAN DE DIOS
2001;S31308;1585;CLINICA SAN JUAN DE DIOS
2001;S33307;2190;CLINICA SAN JUAN DE DIOS
2001;S33308;3950;CLINICA SAN JUAN DE DIOS
2001;993105;775;CLINICA SAN JUAN DE DIOS
2001;890301;8755;CLINICA SAN JUAN DE DIOS
2001;697100;19695;CLINICA SAN JUAN DE DIOS
2001;865101;31750;CLINICA SAN JUAN DE DIOS
2001;865102;38100;CLINICA SAN JUAN DE DIOS
2001;865202;63500;CLINICA SAN JUAN DE DIOS
2001;976500;8790;CLINICA SAN JUAN DE DIOS
2001;579400;8790;CLINICA SAN JUAN DE DIOS
2001;890302;12510;CLINICA SAN JUAN DE DIOS
2001;890206;5480;CLINICA SAN JUAN DE DIOS
2001;938300;5950;CLINICA SAN JUAN DE DIOS
2001;937000;5950;CLINICA SAN JUAN DE DIOS
2001;931000;7785;CLINICA SAN JUAN DE DIOS
2001;939400;8090;CLINICA SAN JUAN DE DIOS
2001;895101;13635;CLINICA SAN JUAN DE DIOS
2001;890306;5480;CLINICA SAN JUAN DE DIOS
2001;890305-1;7000;CLINICA SAN JUAN DE DIOS
2001;890305-2;4500;CLINICA SAN JUAN DE DIOS
2001;M19275;11500;CLINICA SAN JUAN DE DIOS
2001;890301-1;9000;CLINICA SAN JUAN DE DIOS
2001;933700;14000;CLINICA SAN JUAN DE DIOS
2001;890305-3;10000;CLINICA SAN JUAN DE DIOS
2001;M38225;20900;CLINICA SAN JUAN DE DIOS
2001;890313;11100;CLINICA SAN JUAN DE DIOS
2001;890309;11100;CLINICA SAN JUAN DE DIOS
2001;901304;6450;CLINICA SAN JUAN DE DIOS
2001;902107;3660;CLINICA SAN JUAN DE DIOS
2001;902217;3755;CLINICA SAN JUAN DE DIOS
2001;S12710-2;54666;CLINICA SAN JUAN DE DIOS
2001;906625;21000;CLINICA SAN JUAN DE DIOS
2001;890801;7795;CLINICA SAN JUAN DE DIOS
2001;890211;7785;CLINICA SAN JUAN DE DIOS
2001;890311;7785;CLINICA SAN JUAN DE DIOS
2001;890212;8090;CLINICA SAN JUAN DE DIOS
2001;890312;8090;CLINICA SAN JUAN DE DIOS
2001;S55115;10350;CLINICA SAN JUAN DE DIOS
2001;S55118;13290;CLINICA SAN JUAN DE DIOS
2001;23130101;69260;CLINICA SAN JUAN DE DIOS
2001;23130001;54580;CLINICA SAN JUAN DE DIOS
2001;23130006;54580;CLINICA SAN JUAN DE DIOS
2001;23120002;34740;CLINICA SAN JUAN DE DIOS
2001;23010102;15365;CLINICA SAN JUAN DE DIOS
2001;23110002;20925;CLINICA SAN JUAN DE DIOS
2001;26020001;44450;CLINICA SAN JUAN DE DIOS
2001;890606;0;CLINICA SAN JUAN DE DIOS
2001;990204;1920;CLINICA SAN JUAN DE DIOS
2001;938301;5950;CLINICA SAN JUAN DE DIOS
2001;938302;5950;CLINICA SAN JUAN DE DIOS
2001;938501;5950;CLINICA SAN JUAN DE DIOS
2001;938310;5950;CLINICA SAN JUAN DE DIOS
2001;930105;5950;CLINICA SAN JUAN DE DIOS
2001;890602;15095;CLINICA SAN JUAN DE DIOS
2001;890702;18190;CLINICA SAN JUAN DE DIOS
2001;890701;12425;CLINICA SAN JUAN DE DIOS
2001;890601;11245;CLINICA SAN JUAN DE DIOS
2001;890108;9000;CLINICA SAN JUAN DE DIOS
2001;890315;6000;CLINICA SAN JUAN DE DIOS
2001;890209;5580;CLINICA SAN JUAN DE DIOS
2001;70504;2500;CLINICA SAN JUAN DE DIOS
2001;70304;2500;CLINICA SAN JUAN DE DIOS
2001;891401;45000;CLINICA SAN JUAN DE DIOS
2001;S31301;50000;CLINICA SAN JUAN DE DIOS
